"SamAccountName","ComputerName","ComputerCreationDate","ComputerChanged","SPN","DistinguishedName"
"SON-WRHOADES$","SON-WRHOADES","7/7/2010 10:48:28 AM","7/29/2019 3:23:54 PM","RestrictedKrbHost/SON-WRHOADES;HOST/SON-WRHOADES;RestrictedKrbHost/SON-WRHOADES.HS.wvu-ad.wvu.edu;HOST/SON-WRHOADES.HS.wvu-ad.wvu.edu","CN=SON-WRHOADES,OU=SON,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SON-SCORNET1$","SON-SCORNET1","7/6/2010 10:11:02 AM","7/29/2019 3:23:54 PM","RestrictedKrbHost/SON-SCORNET1;RestrictedKrbHost/son-scornet1.HS.wvu-ad.wvu.edu;HOST/SON-SCORNET1;HOST/son-scornet1.HS.wvu-ad.wvu.edu","CN=SON-SCORNET1,OU=SON,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SON-STHOMP12$","SON-STHOMP12","7/8/2010 9:14:33 AM","7/29/2019 3:23:54 PM","RestrictedKrbHost/SON-STHOMP12;HOST/SON-STHOMP12;RestrictedKrbHost/son-sthomp12.HS.wvu-ad.wvu.edu;HOST/son-sthomp12.HS.wvu-ad.wvu.edu","CN=SON-STHOMP12,OU=SON,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SON-KMANCUSO$","SON-KMANCUSO","7/7/2010 9:42:21 AM","7/29/2019 3:23:54 PM","RestrictedKrbHost/SON-KMANCUSO;HOST/SON-KMANCUSO;RestrictedKrbHost/SON-KMANCUSO.HS.wvu-ad.wvu.edu;HOST/SON-KMANCUSO.HS.wvu-ad.wvu.edu","CN=SON-KMANCUSO,OU=SON,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SON-RKNOBLOC$","SON-RKNOBLOC","7/7/2010 1:50:38 PM","7/29/2019 3:23:54 PM","RestrictedKrbHost/SON-RKNOBLOC;RestrictedKrbHost/son-rknobloc.HS.wvu-ad.wvu.edu;HOST/SON-RKNOBLOC;HOST/son-rknobloc.HS.wvu-ad.wvu.edu","CN=SON-RKNOBLOC,OU=SON,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SON-MBARRAR$","SON-MBARRAR","6/30/2010 4:03:33 PM","7/29/2019 3:23:54 PM","RestrictedKrbHost/SON-MBARRAR;HOST/SON-MBARRAR;RestrictedKrbHost/SON-MBARRAR.HS.wvu-ad.wvu.edu;HOST/SON-MBARRAR.HS.wvu-ad.wvu.edu","CN=SON-MBARRAR,OU=SON,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SON-AHOLMES3$","SON-AHOLMES3","7/7/2010 8:35:28 AM","7/29/2019 3:23:54 PM","RestrictedKrbHost/SON-AHOLMES3;RestrictedKrbHost/son-aholmes3.HS.wvu-ad.wvu.edu;HOST/SON-AHOLMES3;HOST/son-aholmes3.HS.wvu-ad.wvu.edu","CN=SON-AHOLMES3,OU=SON,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SON-ESTREIFF$","SON-ESTREIFF","7/8/2010 8:32:36 AM","7/29/2019 3:23:54 PM","RestrictedKrbHost/SON-ESTREIFF;RestrictedKrbHost/son-estreiff.HS.wvu-ad.wvu.edu;HOST/SON-ESTREIFF;HOST/son-estreiff.HS.wvu-ad.wvu.edu","CN=SON-ESTREIFF,OU=SON,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SON-KMEYERS2$","SON-KMEYERS2","7/7/2010 10:50:21 AM","7/29/2019 3:23:54 PM","RestrictedKrbHost/SON-KMEYERS2;HOST/SON-KMEYERS2;RestrictedKrbHost/SON-KMEYERS2.HS.wvu-ad.wvu.edu;HOST/SON-KMEYERS2.HS.wvu-ad.wvu.edu","CN=SON-KMEYERS2,OU=SON,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SON-MERCOLAN$","SON-MERCOLAN","7/6/2010 11:08:04 AM","7/29/2019 3:23:54 PM","RestrictedKrbHost/SON-MERCOLAN;HOST/SON-MERCOLAN;RestrictedKrbHost/son-mercolan.HS.wvu-ad.wvu.edu;HOST/son-mercolan.HS.wvu-ad.wvu.edu","CN=SON-MERCOLAN,OU=SON,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SON-KBERTHA$","SON-KBERTHA","6/30/2010 1:19:37 PM","7/29/2019 3:23:54 PM","RestrictedKrbHost/SON-KBERTHA;RestrictedKrbHost/SON-KBERTHA.HS.wvu-ad.wvu.edu;HOST/SON-KBERTHA;HOST/SON-KBERTHA.HS.wvu-ad.wvu.edu","CN=SON-KBERTHA,OU=SON,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SON-MFRYE4$","SON-MFRYE4","7/6/2010 9:47:06 AM","7/29/2019 3:23:54 PM","RestrictedKrbHost/SON-MFRYE4;HOST/SON-MFRYE4;RestrictedKrbHost/SON-MFRYE4.HS.wvu-ad.wvu.edu;HOST/SON-MFRYE4.HS.wvu-ad.wvu.edu","CN=SON-MFRYE4,OU=SON,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SON-MAROSE$","SON-MAROSE","6/30/2010 9:07:35 AM","7/29/2019 3:23:54 PM","RestrictedKrbHost/SON-MAROSE;HOST/SON-MAROSE;RestrictedKrbHost/SON-MAROSE.HS.wvu-ad.wvu.edu;HOST/SON-MAROSE.HS.wvu-ad.wvu.edu","CN=SON-MAROSE,OU=SON,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"PT-BWOLFORD$","PT-BWOLFORD","5/19/2010 10:06:01 AM","7/29/2019 3:23:54 PM","RestrictedKrbHost/PT-BWOLFORD;RestrictedKrbHost/PT-BWOLFORD.HS.wvu-ad.wvu.edu;HOST/PT-BWOLFORD;HOST/PT-BWOLFORD.HS.wvu-ad.wvu.edu","CN=PT-BWOLFORD,OU=PT,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"PT-JROTH3$","PT-JROTH3","5/20/2010 10:14:07 AM","7/29/2019 3:23:54 PM","RestrictedKrbHost/PT-JROTH3;HOST/PT-JROTH3;RestrictedKrbHost/PT-JROTH3.HS.wvu-ad.wvu.edu;HOST/PT-JROTH3.HS.wvu-ad.wvu.edu","CN=PT-JROTH3,OU=PT,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"PT-HFLOYD$","PT-HFLOYD","5/19/2010 3:13:06 PM","7/29/2019 3:23:54 PM","RestrictedKrbHost/PT-HFLOYD;HOST/PT-HFLOYD;RestrictedKrbHost/PT-HFLOYD.HS.wvu-ad.wvu.edu;HOST/PT-HFLOYD.HS.wvu-ad.wvu.edu","CN=PT-HFLOYD,OU=PT,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"PT-SLEWIS21$","PT-SLEWIS21","5/20/2010 9:22:41 AM","7/29/2019 3:23:54 PM","RestrictedKrbHost/PT-SLEWIS21;HOST/PT-SLEWIS21;RestrictedKrbHost/pt-slewis21.HS.wvu-ad.wvu.edu;HOST/pt-slewis21.HS.wvu-ad.wvu.edu","CN=PT-SLEWIS21,OU=PT,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"PT-SBOWEN2$","PT-SBOWEN2","5/19/2010 2:26:16 PM","7/29/2019 3:23:54 PM","RestrictedKrbHost/PT-SBOWEN2;HOST/PT-SBOWEN2;RestrictedKrbHost/PT-SBOWEN2.HS.wvu-ad.wvu.edu;HOST/PT-SBOWEN2.HS.wvu-ad.wvu.edu","CN=PT-SBOWEN2,OU=PT,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"PT-BSIONS$","PT-BSIONS","5/19/2010 11:54:49 AM","7/29/2019 3:23:54 PM","RestrictedKrbHost/PT-BSIONS;RestrictedKrbHost/PT-BSIONS.HS.wvu-ad.wvu.edu;HOST/PT-BSIONS;HOST/PT-BSIONS.HS.wvu-ad.wvu.edu","CN=PT-BSIONS,OU=PT,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"PT-MCHILDRE$","PT-MCHILDRE","5/19/2010 2:31:07 PM","7/29/2019 3:23:54 PM","RestrictedKrbHost/PT-MCHILDRE;HOST/PT-MCHILDRE;RestrictedKrbHost/pt-mchildre.HS.wvu-ad.wvu.edu;HOST/pt-mchildre.HS.wvu-ad.wvu.edu","CN=PT-MCHILDRE,OU=PT,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"PT-STUGGLE$","PT-STUGGLE","5/19/2010 2:40:26 PM","7/29/2019 3:23:54 PM","RestrictedKrbHost/PT-STUGGLE;HOST/PT-STUGGLE;RestrictedKrbHost/PT-STUGGLE.HS.wvu-ad.wvu.edu;HOST/PT-STUGGLE.HS.wvu-ad.wvu.edu","CN=PT-STUGGLE,OU=PT,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"PT-JTOTH2$","PT-JTOTH2","5/19/2010 2:56:05 PM","7/29/2019 3:23:54 PM","RestrictedKrbHost/PT-JTOTH2;HOST/PT-JTOTH2;RestrictedKrbHost/PT-JTOTH2.HS.wvu-ad.wvu.edu;HOST/PT-JTOTH2.HS.wvu-ad.wvu.edu","CN=PT-JTOTH2,OU=PT,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"PT-GLESZCZE$","PT-GLESZCZE","5/19/2010 1:31:15 PM","7/29/2019 3:23:54 PM","RestrictedKrbHost/PT-GLESZCZE;HOST/PT-GLESZCZE;RestrictedKrbHost/PT-GLESZCZE.HS.wvu-ad.wvu.edu;HOST/PT-GLESZCZE.HS.wvu-ad.wvu.edu","CN=PT-GLESZCZE,OU=PT,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"PT-MLOVING$","PT-MLOVING","5/19/2010 1:31:51 PM","7/29/2019 3:23:54 PM","RestrictedKrbHost/PT-MLOVING;HOST/PT-MLOVING;RestrictedKrbHost/PT-MLOVING.HS.wvu-ad.wvu.edu;HOST/PT-MLOVING.HS.wvu-ad.wvu.edu","CN=PT-MLOVING,OU=PT,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"PT-ANEWMAN$","PT-ANEWMAN","5/20/2010 10:02:40 AM","7/29/2019 3:23:54 PM","RestrictedKrbHost/PT-ANEWMAN;HOST/PT-ANEWMAN;RestrictedKrbHost/PT-ANEWMAN.HS.wvu-ad.wvu.edu;HOST/PT-ANEWMAN.HS.wvu-ad.wvu.edu","CN=PT-ANEWMAN,OU=PT,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SON-TMCBRID1$","SON-TMCBRID1","7/7/2010 11:29:58 AM","7/29/2019 3:23:54 PM","RestrictedKrbHost/SON-TMCBRID1;HOST/SON-TMCBRID1;RestrictedKrbHost/son-tmcbrid1.HS.wvu-ad.wvu.edu;HOST/son-tmcbrid1.HS.wvu-ad.wvu.edu","CN=SON-TMCBRID1,OU=SON,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SON-CBURTON$","SON-CBURTON","6/30/2010 1:58:55 PM","7/29/2019 3:23:55 PM","RestrictedKrbHost/SON-CBURTON;RestrictedKrbHost/SON-CBURTON.HS.wvu-ad.wvu.edu;HOST/SON-CBURTON;HOST/SON-CBURTON.HS.wvu-ad.wvu.edu","CN=SON-CBURTON,OU=SON,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"pamelas_imac$","pamelas_imac","7/18/2011 2:11:38 PM","7/29/2019 3:23:56 PM","vnc/pamelas_imac.hs.wvu-ad.wvu.edu;cifs/pamelas_imac.hs.wvu-ad.wvu.edu;afpserver/pamelas_imac.hs.wvu-ad.wvu.edu;host/pamelas_imac.hs.wvu-ad.wvu.edu","CN=pamelas_imac,OU=Other Computers,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"kimberly_arnol$","kimberly_arnol","2/11/2011 2:58:26 PM","7/29/2019 3:23:56 PM","cifs/kimberly_arnol.hs.wvu-ad.wvu.edu;vnc/kimberly_arnol.hs.wvu-ad.wvu.edu;afpserver/kimberly_arnol.hs.wvu-ad.wvu.edu;host/kimberly_arnol.hs.wvu-ad.wvu.edu","CN=kimberly_arnol,OU=Other Computers,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"hsc_macmini$","hsc_macmini","2/16/2012 1:20:01 PM","7/29/2019 3:23:56 PM","imap/hsc_macmini.hs.wvu-ad.wvu.edu;ipp/hsc_macmini.hs.wvu-ad.wvu.edu;ldap/hsc_macmini.hs.wvu-ad.wvu.edu;nfs/hsc_macmini.hs.wvu-ad.wvu.edu;DNS/hsc_macmini.hs.wvu-ad.wvu.edu;fcsvr/hsc_macmini.hs.wvu-ad.wvu.edu;ftp/hsc_macmini.hs.wvu-ad.wvu.edu;HTTP/hsc_macmini.hs.wvu-ad.wvu.edu;vpn/hsc_macmini.hs.wvu-ad.wvu.edu;xmpp/hsc_macmini.hs.wvu-ad.wvu.edu;smtp/hsc_macmini.hs.wvu-ad.wvu.edu;pop/hsc_macmini.hs.wvu-ad.wvu.edu;vnc/hsc_macmini.hs.wvu-ad.wvu.edu;cifs/hsc_macmini.hs.wvu-ad.wvu.edu;afpserver/hsc_macmini.hs.wvu-ad.wvu.edu;host/hsc_macmini.hs.wvu-ad.wvu.edu","CN=hsc_macmini,OU=Other Computers,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"hsc-macmini$","hsc-macmini","11/14/2012 7:10:35 AM","7/29/2019 3:23:56 PM","vpn/hsc-macmini.hs.wvu-ad.wvu.edu;xmpp/hsc-macmini.hs.wvu-ad.wvu.edu;smtp/hsc-macmini.hs.wvu-ad.wvu.edu;pop/hsc-macmini.hs.wvu-ad.wvu.edu;nfs/hsc-macmini.hs.wvu-ad.wvu.edu;ldap/hsc-macmini.hs.wvu-ad.wvu.edu;ipp/hsc-macmini.hs.wvu-ad.wvu.edu;imap/hsc-macmini.hs.wvu-ad.wvu.edu;HTTP/hsc-macmini.hs.wvu-ad.wvu.edu;ftp/hsc-macmini.hs.wvu-ad.wvu.edu;fcsvr/hsc-macmini.hs.wvu-ad.wvu.edu;DNS/hsc-macmini.hs.wvu-ad.wvu.edu;vnc/hsc-macmini.hs.wvu-ad.wvu.edu;cifs/hsc-macmini.hs.wvu-ad.wvu.edu;afpserver/hsc-macmini.hs.wvu-ad.wvu.edu;host/hsc-macmini.hs.wvu-ad.wvu.edu","CN=hsc-macmini,OU=Other Computers,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"OT-SCUTLIP1$","OT-SCUTLIP1","6/10/2010 2:57:57 PM","7/29/2019 3:23:56 PM","RestrictedKrbHost/OT-SCUTLIP1;RestrictedKrbHost/ot-scutlip1.HS.wvu-ad.wvu.edu;HOST/OT-SCUTLIP1;HOST/ot-scutlip1.HS.wvu-ad.wvu.edu","CN=OT-SCUTLIP1,OU=OT,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"OT-DBARKLEY$","OT-DBARKLEY","6/10/2010 8:12:11 AM","7/29/2019 3:23:56 PM","RestrictedKrbHost/OT-DBARKLEY;RestrictedKrbHost/ot-dbarkley.HS.wvu-ad.wvu.edu;HOST/OT-DBARKLEY;HOST/ot-dbarkley.HS.wvu-ad.wvu.edu","CN=OT-DBARKLEY,OU=OT,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SOP-LSWEENEY$","SOP-LSWEENEY","11/3/2010 1:14:00 PM","7/29/2019 3:23:56 PM","TERMSRV/SOP-LSWEENEY;TERMSRV/SOP-LSWEENEY.HS.wvu-ad.wvu.edu;HOST/SOP-LSWEENEY;HOST/SOP-LSWEENEY.HS.wvu-ad.wvu.edu","CN=SOP-LSWEENEY,OU=2013,OU=SOP,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"OT-NPRITT$","OT-NPRITT","6/11/2010 9:06:32 AM","7/29/2019 3:23:56 PM","RestrictedKrbHost/OT-NPRITT;RestrictedKrbHost/OT-NPRITT.HS.wvu-ad.wvu.edu;HOST/OT-NPRITT;HOST/OT-NPRITT.HS.wvu-ad.wvu.edu","CN=OT-NPRITT,OU=OT,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"OT-RNEWSOME$","OT-RNEWSOME","9/29/2010 8:42:48 AM","7/29/2019 3:23:56 PM","RestrictedKrbHost/OT-RNEWSOME;HOST/OT-RNEWSOME;RestrictedKrbHost/ot-rnewsome.HS.wvu-ad.wvu.edu;HOST/ot-rnewsome.HS.wvu-ad.wvu.edu","CN=OT-RNEWSOME,OU=OT,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"PT-KTAKATSU$","PT-KTAKATSU","5/19/2010 3:45:39 PM","7/29/2019 3:23:56 PM","RestrictedKrbHost/PT-KTAKATSU;HOST/PT-KTAKATSU;RestrictedKrbHost/PT-KTAKATSU.HS.wvu-ad.wvu.edu;HOST/PT-KTAKATSU.HS.wvu-ad.wvu.edu","CN=PT-KTAKATSU,OU=PT,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"OT-LPALERMO$","OT-LPALERMO","6/11/2010 9:14:49 AM","7/29/2019 3:23:56 PM","RestrictedKrbHost/OT-LPALERMO;HOST/OT-LPALERMO;RestrictedKrbHost/OT-LPALERMO.HS.wvu-ad.wvu.edu;HOST/OT-LPALERMO.HS.wvu-ad.wvu.edu","CN=OT-LPALERMO,OU=OT,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MD-JJOHNS38$","MD-JJOHNS38","7/16/2010 2:52:47 PM","7/29/2019 3:23:56 PM","RestrictedKrbHost/MD-JJOHNS38;RestrictedKrbHost/MD-JJOHNS38.HS.wvu-ad.wvu.edu;HOST/MD-JJOHNS38;HOST/MD-JJOHNS38.HS.wvu-ad.wvu.edu","CN=MD-JJOHNS38,OU=SOM,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SON-MWILLI16$","SON-MWILLI16","7/8/2010 8:48:35 AM","7/29/2019 3:23:56 PM","RestrictedKrbHost/SON-MWILLI16;HOST/SON-MWILLI16;RestrictedKrbHost/SON-MWILLI16.HS.wvu-ad.wvu.edu;HOST/SON-MWILLI16.HS.wvu-ad.wvu.edu","CN=SON-MWILLI16,OU=SON,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-ITDSS-CE2F$","HS-ITDSS-CE2F","5/29/2013 11:15:14 AM","7/23/2021 11:58:12 AM","WSMAN/hs-itdss-ce2f;WSMAN/hs-itdss-ce2f.HS.wvu-ad.wvu.edu;CmRcService/HS-ITDSS-CE2F.HS.wvu-ad.wvu.edu;CmRcService/HS-ITDSS-CE2F;TERMSRV/HS-ITDSS-CE2F.HS.wvu-ad.wvu.edu;TERMSRV/HS-ITDSS-CE2F;RestrictedKrbHost/HS-ITDSS-CE2F;HOST/HS-ITDSS-CE2F;RestrictedKrbHost/HS-ITDSS-CE2F.HS.wvu-ad.wvu.edu;HOST/HS-ITDSS-CE2F.HS.wvu-ad.wvu.edu","CN=HS-ITDSS-CE2F,OU=Helpdesk,OU=ITS,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"OT-RWESTROM$","OT-RWESTROM","6/10/2010 10:49:28 AM","7/29/2019 3:23:56 PM","RestrictedKrbHost/OT-RWESTROM;RestrictedKrbHost/OT-RWESTROM.HS.wvu-ad.wvu.edu;HOST/OT-RWESTROM;HOST/OT-RWESTROM.HS.wvu-ad.wvu.edu","CN=OT-RWESTROM,OU=OT,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SON-ESTIPEC$","SON-ESTIPEC","7/8/2010 10:44:32 AM","7/29/2019 3:23:56 PM","RestrictedKrbHost/SON-ESTIPEC;RestrictedKrbHost/son-estipec.HS.wvu-ad.wvu.edu;HOST/SON-ESTIPEC;HOST/son-estipec.HS.wvu-ad.wvu.edu","CN=SON-ESTIPEC,OU=SON,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVUTEST$","CWVUTEST","4/5/2010 4:15:13 PM","7/29/2019 3:23:56 PM","RestrictedKrbHost/CWVUTEST.HS.wvu-ad.wvu.edu;RestrictedKrbHost/CWVUTEST;HOST/CWVUTEST;HOST/CWVUTEST.HS.wvu-ad.wvu.edu","CN=CWVUTEST,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SOP-JBEISWEN$","SOP-JBEISWEN","7/29/2009 3:09:16 PM","7/29/2019 3:23:56 PM","TERMSRV/SOP-JBEISWEN;TERMSRV/SOP-JBEISWEN.HS.wvu-ad.wvu.edu;HOST/SOP-JBEISWEN;HOST/SOP-JBEISWEN.HS.wvu-ad.wvu.edu","CN=SOP-JBEISWEN,OU=SOP,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"ying_huangs_co$","ying_huangs_co","1/14/2011 9:37:47 AM","7/29/2019 3:23:56 PM","host/ying_huangs_co.hs.wvu-ad.wvu.edu;vnc/ying_huangs_co.hs.wvu-ad.wvu.edu;afpserver/ying_huangs_co.hs.wvu-ad.wvu.edu;cifs/ying_huangs_co.hs.wvu-ad.wvu.edu","CN=ying_huangs_co,OU=Other Computers,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-SBLC-CFBF$","HS-SBLC-CFBF","2/5/2010 10:55:09 AM","7/29/2019 3:23:56 PM","HOST/HS-SBLC-CFBF;HOST/HS-SBLC-CFBF.HS.wvu-ad.wvu.edu","CN=HS-SBLC-CFBF,OU=SBLC,OU=Student,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MD-JROMAN3$","MD-JROMAN3","7/19/2010 3:10:37 PM","7/29/2019 3:23:56 PM","RestrictedKrbHost/MD-JROMAN3;RestrictedKrbHost/md-jroman3.HS.wvu-ad.wvu.edu;HOST/MD-JROMAN3;HOST/md-jroman3.HS.wvu-ad.wvu.edu","CN=MD-JROMAN3,OU=SOM,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MD-ZGARRETT$","MD-ZGARRETT","7/16/2010 11:18:01 AM","7/29/2019 3:23:56 PM","RestrictedKrbHost/MD-ZGARRETT;HOST/MD-ZGARRETT;RestrictedKrbHost/md-zgarrett.HS.wvu-ad.wvu.edu;HOST/md-zgarrett.HS.wvu-ad.wvu.edu","CN=MD-ZGARRETT,OU=SOM,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MD-EERVIN$","MD-EERVIN","7/16/2010 8:41:26 AM","7/29/2019 3:23:56 PM","RestrictedKrbHost/MD-EERVIN;RestrictedKrbHost/md-eervin.HS.wvu-ad.wvu.edu;HOST/MD-EERVIN;HOST/md-eervin.HS.wvu-ad.wvu.edu","CN=MD-EERVIN,OU=SOM,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MD-TCUPPETT$","MD-TCUPPETT","7/16/2010 9:23:54 AM","7/29/2019 3:23:56 PM","RestrictedKrbHost/MD-TCUPPETT;RestrictedKrbHost/md-tcuppett.HS.wvu-ad.wvu.edu;HOST/MD-TCUPPETT;HOST/md-tcuppett.HS.wvu-ad.wvu.edu","CN=MD-TCUPPETT,OU=SOM,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MD-LHILL12$","MD-LHILL12","7/20/2010 9:24:53 AM","7/29/2019 3:23:56 PM","RestrictedKrbHost/MD-LHILL12;RestrictedKrbHost/md-lhill12.HS.wvu-ad.wvu.edu;HOST/MD-LHILL12;HOST/md-lhill12.HS.wvu-ad.wvu.edu","CN=MD-LHILL12,OU=SOM,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MD-GBUTLER2$","MD-GBUTLER2","7/20/2009 8:47:24 AM","7/29/2019 3:23:56 PM","TERMSRV/MD-GBUTLER2;TERMSRV/MD-GBUTLER2.HS.wvu-ad.wvu.edu;HOST/MD-GBUTLER2;HOST/MD-GBUTLER2.HS.wvu-ad.wvu.edu","CN=MD-GBUTLER2,OU=SOM,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MD-AHASSANT$","MD-AHASSANT","7/20/2010 9:23:45 AM","7/29/2019 3:23:56 PM","RestrictedKrbHost/MD-AHASSANT;RestrictedKrbHost/md-ahassant.HS.wvu-ad.wvu.edu;HOST/MD-AHASSANT;HOST/md-ahassant.HS.wvu-ad.wvu.edu","CN=MD-AHASSANT,OU=SOM,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MD-DWILLI54$","MD-DWILLI54","7/20/2010 2:01:39 PM","7/29/2019 3:23:56 PM","RestrictedKrbHost/MD-DWILLI54;HOST/MD-DWILLI54;RestrictedKrbHost/md-dwilli54.HS.wvu-ad.wvu.edu;HOST/md-dwilli54.HS.wvu-ad.wvu.edu","CN=MD-DWILLI54,OU=SOM,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MD-JBOZZAY$","MD-JBOZZAY","7/16/2010 9:40:52 AM","7/29/2019 3:23:56 PM","RestrictedKrbHost/MD-JBOZZAY;HOST/MD-JBOZZAY;RestrictedKrbHost/md-jbozzay.HS.wvu-ad.wvu.edu;HOST/md-jbozzay.HS.wvu-ad.wvu.edu","CN=MD-JBOZZAY,OU=SOM,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MD-HSHAHID1$","MD-HSHAHID1","7/20/2010 10:27:50 AM","7/29/2019 3:23:56 PM","RestrictedKrbHost/MD-HSHAHID1;HOST/MD-HSHAHID1;RestrictedKrbHost/md-hshahid1.HS.wvu-ad.wvu.edu;HOST/md-hshahid1.HS.wvu-ad.wvu.edu","CN=MD-HSHAHID1,OU=SOM,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSC-ITS-B3CE$","HSC-ITS-B3CE","3/19/2012 7:38:17 AM","10/13/2021 10:45:17 AM","TERMSRV/HSC-ITS-B3CE;TERMSRV/hsc-its-b3ce.HS.wvu-ad.wvu.edu;RestrictedKrbHost/HSC-ITS-B3CE;HOST/HSC-ITS-B3CE;RestrictedKrbHost/HSC-ITS-B3CE.HS.wvu-ad.wvu.edu;HOST/HSC-ITS-B3CE.HS.wvu-ad.wvu.edu","CN=HSC-ITS-B3CE,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MD-NAHMED$","MD-NAHMED","4/28/2011 8:16:58 AM","7/29/2019 3:23:56 PM","RestrictedKrbHost/MD-NAHMED;HOST/MD-NAHMED;RestrictedKrbHost/MD-NAHMED.HS.wvu-ad.wvu.edu;HOST/MD-NAHMED.HS.wvu-ad.wvu.edu","CN=MD-NAHMED,OU=2014,OU=SOM,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
