"SamAccountName","SourceOU","TargetOU"
"HSC SOP Druginfo","HSC/SOP","HS Users/HSC/SOP"
"$PharmLab","HSC/SOP/PharmLab","HS Users/HSC/SOP/PharmLab"
"HSC SOP Translational Pharmacy Research Share","HSC/SOP","HS Users/HSC/SOP"
"HSC SOP Pathway Programs Share","HSC/SOP","HS Users/HSC/SOP"
"HSC SOP Dual PharmD-MBA Program Share","HSC/SOP","HS Users/HSC/SOP"
"HSC SOP Geriatric Pharmacy Share","HSC/SOP","HS Users/HSC/SOP"
"HSC SOP College Teaching in Pharmacy Share","HSC/SOP","HS Users/HSC/SOP"
"HSC SOP Advanced Clinical Practice Share","HSC/SOP","HS Users/HSC/SOP"
"HSC SOP Global Health for Pharmacy Share","HSC/SOP","HS Users/HSC/SOP"
"HSC InTune Users","HSC","HS Users/HSC"
"$HSCALL","HSC","HS Users/HSC"
